211,161,.0539
179,162,.0455
168,165,.0833
43,167,.1111
122,168,.0294
207,172,.0312
50,175,.0625
66,175,.0769
140,175,.0839
211,175,.0348
75,176,.0612
248,176,.0204
72,179,.0213
189,179,.0500
133,184,.0526
179,184,.0455
43,188,.0370
190,188,.0222
205,188,.0500
12,189,.0323
76,189,.0206
122,189,.0294
179,189,.0455
208,189,.0127
247,189,.0617
12,190,.0323
34,190,.1250
43,190,.0741
67,190,.0325
76,190,.0206
78,190,.0667
122,190,.0294
128,190,.0400
133,190,.1053
150,190,.0152
196,190,.0833
205,190,.2000
208,190,.0177
248,190,.0408
76,192,.0103
247,192,.0123
12,193,.0323
34,196,.0625
122,196,.0294
190,196,.0222
12,198,.0323
54,198,.0833
72,198,.0851
76,198,.0103
247,198,.0247
72,199,.0213
99,202,.1429
12,203,.1613
13,203,.0114
50,203,.0469
72,203,.0213
76,203,.0206
97,203,.0126
122,203,.0588
129,203,.0833
140,203,.0323
145,203,.0370
150,203,.0101
161,203,.0167
189,203,.0500
202,203,.0714
208,203,.0261
211,203,.0139
247,203,.0741
12,205,.0323
24,205,.1429
43,205,.0741
97,205,.0210
122,205,.0294
133,205,.0526
190,205,.0889
207,205,.0312
208,205,.0113
43,207,.0370
50,207,.0156
72,207,.0213
75,207,.0204
140,207,.0129
205,207,.0500
248,207,.0204
12,208,.4194
13,208,.1742
24,208,.1429
33,208,.0769
34,208,.1875
43,208,.8148
50,208,.1523
54,208,.3333
61,208,.7500
66,208,.2308
67,208,.0840
72,208,.3617
75,208,.4082
76,208,.4845
78,208,.0667
97,208,.2353
99,208,.1429
121,208,.4615
122,208,.2647
128,208,.2000
129,208,.4583
133,208,.7368
134,208,.3684
140,208,.1355
145,208,.2963
150,208,.2626
160,208,.6429
161,208,.1533
168,208,.4167
175,208,.2500
179,208,.2273
189,208,.9000
190,208,.5556
196,208,.0833
202,208,.2857
203,208,.3333
205,208,.8000
207,208,.2500
211,208,.3496
247,208,.3951
248,208,.2653
13,211,.1149
24,211,.1429
33,211,.0769
34,211,.0625
43,211,.2222
50,211,.4297
54,211,.0833
61,211,.1000
66,211,.9231
67,211,.0542
72,211,.1064
75,211,.2041
76,211,.0825
78,211,.2667
97,211,.1092
122,211,.0588
129,211,.1250
133,211,.4737
134,211,.1579
140,211,.5290
145,211,.1852
150,211,.0505
160,211,.0714
161,211,.1033
175,211,.8333
179,211,.0909
189,211,.2000
190,211,.0667
203,211,.0721
205,211,.1000
207,211,.1562
208,211,.1419
247,211,.1235
248,211,.2041
168,215,.1667
72,216,.0426
122,216,.0294
24,218,.0714
207,218,.0312
76,219,.0103
189,219,.0500
189,222,.0500
78,223,.0667
207,223,.0312
76,224,.0103
189,224,.1000
247,224,.0123
75,226,.0204
248,226,.0204
207,229,.0312
247,229,.0123
133,237,.0526
179,238,.0455
66,240,.0769
160,241,.0714
133,245,.0526
12,247,.1613
72,247,.2128
76,247,.1546
129,247,.2083
160,247,.0714
189,247,.2500
203,247,.0541
208,247,.0226
211,247,.0174
54,248,.0833
75,248,.0816
133,248,.1053
145,248,.2593
150,248,.0101
190,248,.0444
207,248,.0312
211,248,.0174
76,250,.0206
133,250,.0526
179,250,.0455
189,250,.0500
247,250,.0123
43,252,.0370
54,252,.0833
160,252,.0714
